general rules,,
0: preprocess: remove ignore patterns,,

how to process,title,url
,Lands' End Dog Squall Jacket for $18 + free shipping,http://dealnews.com/Lands-End-Dog-Squall-Jacket-for-18-free-shipping/396783.html?iref=rss_dealnews_today
,Frontier Airlines: 1-way domestic flights from $29,http://dealnews.com/Frontier-Airlines-1-way-domestic-flights-from-29/396784.html?iref=rss_dealnews_today
,Barbie Glam Vacation House for $20 + free shipping,http://dealnews.com/Barbie-Glam-Vacation-House-for-20-free-shipping/396729.html?iref=rss_dealnews_today
,Fathead Clearance Sale: Up to 94% off + free shipping,http://dealnews.com/Fathead-Clearance-Sale-Up-to-94-off-free-shipping/396786.html?iref=rss_dealnews_today
,Epson Perfection V500 Photo Flatbed Scanner for $133 + free shipping,http://dealnews.com/Epson-Perfection-V500-Photo-Flatbed-Scanner-for-133-free-shipping/396785.html?iref=rss_dealnews_today
,JetBlue Fall Fare Sale: 1-way fares from $29 ,http://dealnews.com/Jet-Blue-Fall-Fare-Sale-1-way-fares-from-29-/396788.html?iref=rss_dealnews_today
,EASEUS Partition Master Professional Edition 6.1.1 for PC downloads for free,http://dealnews.com/EASEUS-Partition-Master-Professional-Edition-6.1.1-for-PC-downloads-for-free/396787.html?iref=rss_dealnews_today
,"Used Apple 23"" Aluminum Cinema Display Widescreen LCD for $380 + $26 s&h",http://dealnews.com/Used-Apple-23-Aluminum-Cinema-Display-Widescreen-LCD-for-380-26-s-h/396775.html?iref=rss_dealnews_today
,Denon AVR-391 5.1-Channel Home Theater Receiver for $200 + free shipping,http://dealnews.com/Denon-AVR-391-5.1-Channel-Home-Theater-Receiver-for-200-free-shipping/396768.html?iref=rss_dealnews_today
,"Samsung 24 inch 1080p LCD Monitor with 50,000:1 Dynamic Contrast Ratio, 5ms Response Time, DVI, VGA - Model No. 2494LW - $ 159.99 at (Buy.com)",http://www.123bargains.com/deals-info/18819/samsung-24-inch-1080p-lcd-monitor-with-500001-dynamic-contrast-ratio-5ms-response-time-dvi-vga--model-no-2494lw.aspx
,KEF IQ10 Black Ash 2-way Black Ash Q series Bookshelf Speaker Pair - $ 199.88 at (Vanns),http://www.123bargains.com/deals-info/18820/kef-iq10-black-ash-2way-black-ash-q-series-bookshelf-speaker-pair.aspx
,"LG 42 inch 1080p 120Hz Widescreen LED LCD HDTV (Model No. 42SL90) with 3,000,000:1 Mega Contrast Ratio, 4 HDMi, Invisible Speaker System - $ 979.95 at (Adorama)",http://www.123bargains.com/deals-info/15924/lg-42-inch-1080p-120hz-widescreen-led-lcd-hdtv-model-no-42sl90-with-30000001-mega-contrast-ratio-4-hdmi-invisible-speaker-system.aspx
,"Lenovo IdeaPad 06472AU 10.1 inch 1GB (2GB Max) Netbook Computer with 1.6Ghz Intel Atom N455 processor, 160GB HDD, Webcam - $ 269.99 at (Buy.com)",http://www.123bargains.com/deals-info/18822/lenovo-ideapad-06472au-101-inch-1gb-2gb-max-netbook-computer-with-16ghz-intel-atom-n455-processor-160gb-hdd-webcam.aspx
,"Refurbished : SanDisk Sansa Fuze 4GB Media Player with 0.3 inch Thin Design, FM Tuner - $ 29.99 at (Buy.com)",http://www.123bargains.com/deals-info/18823/refurbished--sandisk-sansa-fuze-4gb-media-player-with-03-inch-thin-design-fm-tuner.aspx
,"Lenovo 15.6 inch 3GB (4GB max) NoteBook Computer (Model No. G555(087325U) with 2.1Ghz AMD Athlon II M320, 160GB HDD, Webcam - $ 389.99 at (Buy.com)",http://www.123bargains.com/deals-info/18824/lenovo-156-inch-3gb-4gb-max-notebook-computer-model-no-g555087325u-with-21ghz-amd-athlon-ii-m320-160gb-hdd-webcam.aspx
,GIGABYTE GA-X58A-UD3R LGA 1366 Intel X58 SATA 6Gb/s USB 3.0 ATX Intel Motherboard + OCZ Gold 6GB (3 x 2GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Low Voltage Desktop Memory Model OCZ3G1600LV6GK » $269.98,http://www.deals2buy.com/deals/99919944-gigabyte-ga-x58a-ud3r-lga-1366-intel-x58-sata-6gb-s
,PC Motherboard Repair/Troubleshoot Boot-Failure Diagnostic PCI Card » $2.49,http://www.deals2buy.com/deals/99920016-pc-motherboard-repair-troubleshoot-boot-failure-dia
,"Airlink101 AMPS230 Multi-Functional Print Server, Supports MFP AllInOne Printing, Scanning and Faxing Functions » $17.99",http://www.deals2buy.com/deals/99920024-airlink101-amps230-multi-functional-print-server-su
,Get a custom rubber stamp » FREE (+ Shipping),http://www.deals2buy.com/deals/99916179-get-a-custom-rubber-stamp
,Brother HL Series HL-4070CDW Workgroup Up to 21 ppm Color Wireless Laser Printer » $321.98,http://www.deals2buy.com/deals/99919542-brother-hl-series-hl-4070cdw-workgroup-up-to-21-ppm
,"8Pack - Brother LC61 Compatible Inkjet Cartridges Combo for Brother DCP Series, MFC Series Printer: One Each of LC61 BK/C/M/Y [1/137-109 + 1/137-110 + 1/137-111 + 1/137-112] » $10.95",http://www.deals2buy.com/deals/99920018-8pack-brother-lc61-compatible-inkjet-cartridges-com
,"HP Q600XA Remanufactured Toner Cartridge Combo : One Each of Black, Cyan, Yellow, Magenta » $117.95",http://www.deals2buy.com/deals/99920019-hp-q600xa-remanufactured-toner-cartridge-combo-one-
,"Lenovo IdeaPad 06472AU 10.1"" Netbook, Intel Atom N455 (1.66GHz), 1GB DDR3 Memory, 160GB HDD, Intel GMA 3150, 802.11b/g/n, Windows 7 Starter » $279.99",http://www.deals2buy.com/deals/99920007-lenovo-ideapad-06472au-10-1-netbook-intel-atom-n455
,"Lenovo 087325U 15.6"" Notebook, AMD Athlon II M320 (2.10GHz), 3GB, 160GB HDD, DVD-Writer, 802.11b/g, Webcam, Windows 7 Home Premium (Black) » $399.99",http://www.deals2buy.com/deals/99919709-lenovo-087325u-15-6-notebook-amd-athlon-ii-m320-2-1
,Tripp Lite Isobar Home/Business Theater Surge Suppressor - HT10DBS » $56.24,http://www.deals2buy.com/deals/99920001-tripp-lite-isobar-home-business-theater-surge-suppr
,Roxio Easy VHS to DVD - 242500 » $38.99,http://www.deals2buy.com/deals/19910116-roxio-easy-vhs-to-dvd-242500
,"A Pair of 5 Feet 3.5mm Stereo Audio Cable, 1 Pack 5 Feet 3.5mm Stereo Audio Male to Male Cable + 1 Pack 5 Feet 3.5mm Stereo Audio Male to Female Cable » $2.49",http://www.deals2buy.com/deals/99920025-a-pair-of-5-feet-3-5mm-stereo-audio-cable-1-pack-5-
,Samsung Re-Chargeable 3D Glasses For Adults » $149.99,http://www.deals2buy.com/deals/99918444-samsung-re-chargeable-3d-glasses-for-adults
,Sennheiser RS160 Wireless Headphones » $131,http://www.deals2buy.com/deals/99918446-sennheiser-rs160-wireless-headphones
,"Sony MDR-NC7/BLK Noise Canceling Foldable Stereo Headphone, 3.5mm Jack, Airplane Adapter &amp; Extension Cord Included (Sony Factory Recertified) » $19.99",http://www.deals2buy.com/deals/99918465-sony-mdr-nc7-blk-noise-canceling-foldable-stereo-he
,LinkYo 200 Disc Capacity Black Aluminum-Like Hard Plastic CD DVD Storage Case » $14.39,http://www.deals2buy.com/deals/99920004-linkyo-200-disc-capacity-black-aluminum-like-hard-p
,"NEW USB Power Charger Wall Adapter Plug for IPhone, IPod, Ipad » $2.99",http://www.deals2buy.com/deals/99920015-new-usb-power-charger-wall-adapter-plug-for-iphone-
,Fantom Drives GreenDrive 2TB eSATA/USB 2.0 32MB Cache External Hard Drive - GD2000EU32 » $109.99,http://www.deals2buy.com/deals/99920035-fantom-drives-greendrive-2tb-esata-usb-2-0-32mb-cac
,Kensington Wireless Presenter with Laser Pointer - 33374 » $19.49,http://www.deals2buy.com/deals/99920029-kensington-wireless-presenter-with-laser-pointer-33
,McAfee Total Protection 2011 3 User - MTP11EMB3RAA » $32.99,http://www.deals2buy.com/deals/99920027-mcafee-total-protection-2011-3-user-mtp11emb3raa
,NortonT AntiVirus 2011 1 User 3PC - 21069978 » $23.99,http://www.deals2buy.com/deals/99920026-nortontm-antivirus-2011-1-user-3pc-21069978
,"Samsung LN46C630 - 46"" Widescreen 1080p LCD HDTV - 120Hz - LN46C630K1F » $889",http://www.deals2buy.com/deals/99920008-samsung-ln46c630-46-widescreen-1080p-lcd-hdtv-120hz
,RiDATA Lightning Series 16GB Secure Digital High-Capacity (SDHC) Flash Card Model RDSDHC16G-LIG10 » $25.99,http://www.deals2buy.com/deals/99919938-ridata-lightning-series-16gb-secure-digital-high-ca
,"PQI 16GB 150X Secure Digital High Capacity SDHC Card (Class 10), Model PQI-FSC-SDHC1016GB » $26.95",http://www.deals2buy.com/deals/99920020-pqi-16gb-150x-secure-digital-high-capacity-sdhc-car
,"HP PW460TA Blue 12MP 3.0"" Touch LCD 4X Optical Zoom Li-ion battery Digital Camera » $99.99",http://www.deals2buy.com/deals/99919937-hp-pw460ta-blue-12mp-3-0-touch-lcd-4x-optical-zoom-
,"A-DATA C008 8GB USB 2.0 Flash Drive, Model AC008-8G-RKD » $11.95",http://www.deals2buy.com/deals/99920021-a-data-c008-8gb-usb-2-0-flash-drive-model-ac008-8g-
,Ooma Telo VOIP System - FREE Unlimited US Calls and Low International Rates - 100-0201-100 » $199.99,http://www.deals2buy.com/deals/99920033-ooma-telo-voip-system-free-unlimited-us-calls-and-l
,"Brother PT-1290 Home &amp; Office ""Simply Stylish"" Labeler » $18.99",http://www.deals2buy.com/deals/99920034-brother-pt-1290-home-office-simply-stylish-labeler
,"Samsung 2494LW 23.6"" LCD Monitor - 5ms, 50,000:1, DVI, 1080p - 2494LW » $159.99",http://www.deals2buy.com/deals/99920006-samsung-2494lw-23-6-lcd-monitor-5ms-50-000-1-dvi-10
,Borders Coupon: 40% off One Regular Priced Item (40% off after coupon) @ Borders,http://www.fatwallet.com/best-deals/borders-coupon-40-off-one-regular-priced-item-5/
,HHGregg $100 Gift Card ($75 was $100) @ HH Gregg,http://www.fatwallet.com/best-deals/hhgregg-100-gift-card/
,Lord & Taylor Friends and Family Sale (Extra 25% off) @ Lord & Taylor,http://www.fatwallet.com/best-deals/lord-taylor-friends-and-family-sale/
,Campbell's Chunky Soup $.25 or $.75,http://feedproxy.google.com/~r/FatwalletGroceryCouponsAndDeals/~3/xYqGLkNOQ9k/1035226
,Anyone else get an email regarding Citi 2G Card Community?,http://feedproxy.google.com/~r/FatwalletFinance/~3/7TqY-9WYHAs/1035221
,value of non-recourse status vs refi in CA,http://feedproxy.google.com/~r/FatwalletFinance/~3/NUyQIqc0L_s/1035230
,"Wayne County Michigan Tax Auction, 12,378 properties starting at $500 NR",http://feedproxy.google.com/~r/FatwalletFinance/~3/jSK3dVBfbzU/1035241
,Refinance advice needed,http://feedproxy.google.com/~r/FatwalletFinance/~3/1qCTqI3SYY8/1035257
,Free $5.00 to shop at Sanrio/Hello Kitty! Store,http://feedproxy.google.com/~r/FatwalletFreeStuff/~3/rmNl-k8YT0Y/1035258
,$49.95 Recertified Guitar Hero: World Tour - Band Kit (XBOX 360) at MidnightBox.com,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/x65Q90Iri5E/1035201
,Tomtom XXL550M; Lifetime Maps: $129.95 + 2.99 (S&H) at Newegg+free gift,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/4jK_-7E68f0/1035202
,Up to 50% Off Adorama Weekly Specials + 2% Cash Back!,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/tmxldodRSLE/1035204
,Borders Coupon: 40% off One Regular Priced Item,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/gt2AQ1d0EUE/1035206
,200 Prints for $20 at Snapfish + 30% Off Photobooks  7% Cash Back!,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/M4ydeydLdk0/1035210
,Executive Series Black Pebble TSA Approved Computer Tote with AIRSHELL Laptop Protection System - $39.99,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/tYRhaNhAgiE/1035217
,Up to 71% Off Dented Box Computer Accessories at Logitech + 2% Cash Back!,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/ccyc1Kit0F0/1035218
,2 Free Nights w/Flight  Hotel to Top Destinations like Vegas  Florida+ 3% Cash Back at Southwest Airlines Vacations!,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/r2jU-63eYwY/1035219
,Today Only $1500 Off Bowflex Revolution XP Home Gym - $999 Shipped + 5% Cash Back! (10/18),http://feedproxy.google.com/~r/FatwalletHotDeals/~3/zqKAzGbJqQg/1035220
,Canon Powershot SD1300 IS $129 & fss,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/ykFQnk1xkhs/1035225
,Up to $75 Off from Endless.com + Get 10.0% Cash Back!,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/Iap99CoO2ck/1035227
,Forbes $4.99/yr and Fast Company $2.25/yr magazine subscriptions,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/1WO7tEZGiSQ/1035228
, GIGABYTE  GA-X58A-UD3R MB & OCZ Gold 6GB (3 x 2GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) combo $269.98 AR @NewEgg,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/hn9-a8guEGg/1035229
,Samsung Epic 4G Now Also $99.99 On Amazon.com w/2 year contract,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/R4-9r5Vvu0E/1035231
,ebay deal of day: $13 Coleman 6-Piece Family Camping Cookset - free shippped,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/68cGWKSNkig/1035232
,$30 for Six Movie Tickets from Weekly Cinema ($84 Value) is back again! GROUPON,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/TiBT3DGJwUg/1035233
,SAMSUNG Spinpoint F3 HD103SJ 1TB Newgg Shell Shocker $54.99,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/dpeo_0LFvvU/1035239
,"4 Pin IDE to 15 Pin Serial SATA Power Cable Adapter-2 Pack, $0.89, FS@Meritline",http://feedproxy.google.com/~r/FatwalletHotDeals/~3/lcqdojApHN0/1035242
,"17.3"" Blu-ray Laptop from HP...NOW JUST $599AR ($50) at CC ",http://feedproxy.google.com/~r/FatwalletHotDeals/~3/FA5-tHerjZw/1035243
,Frontier flight specials - must book by today for travel through 02/16/11,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/f6tEtSJFhR4/1035244
,Free Blockbuster Express rental- 10/18 Only,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/IZs3N_OarKA/1035247
,OCZ Gold 4GB (2 x 2GB) DDR3 1333 Desktop Memory 61.99 AF/FS,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/FfyArwHCILU/1035250
,HHGregg $100 Gift Card for $75 (valid B&M only),http://feedproxy.google.com/~r/FatwalletHotDeals/~3/LWX0ihagzUc/1035252
,OCZ Gold 4GB (2 x 2GB) DDR3 1333 Desktop Memory 61.99 AR/FS @Newegg,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/osXcDPx4VaM/1035253
,Fashion Bug $50 off coupon,http://feedproxy.google.com/~r/FatwalletHotDeals/~3/4O8j-Nyz7Qg/1035254
,Walgreens 11/7-11/13 Deals Preview,http://slickdeals.net/forums/showthread.php?t=2305317&goto=newpost
,"Register to win Getaway to Pigeon Forge, TN",http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/IBCmN5l-cYs/showthread.php
,Ryan Seacrest Taylor Swift: Super Fan Sweepstakes 13+10/24/10,http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/pp5wdTEKOkg/showthread.php
,Shape Magazine's Kacy Duke Sweepstakes - 11/21/10,http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/Q8pjcM4IWKo/showthread.php
,Womans Day's MyAgenda Day Planner Giveaway - 12/18/10,http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/P9xjrdRxK7U/showthread.php
,Shape Magazine's Mariska Sweepstakes - 11/21/10,http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/LVTUXigYwoU/showthread.php
,Shape Magazine's Garnier Sweepstakes - 11/21/10,http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/ezJRVbFR7bA/showthread.php
,Shape Magazine's Step 360 Pro Sweepstakes  - 11/22/10,http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/UTErQDjB0PQ/showthread.php
,Shape Magazine's Adidas Sweepstakes - 11/21/10,http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/LqwyL1BZB-c/showthread.php
,Shape Magazine's Xterra Sweepstakes - 11/21/10,http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/-VfodCoOV1Y/showthread.php
,Shape Magazine's Na La Seattle Sweepstakes  - 11/21/10,http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/6XLs1FblquA/showthread.php
,Shape Magazine's Trudie Styler's Sculpt & Tone Sweepstakes - 11/21/10,http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/JJ89WEWf8Mw/showthread.php
,Shape Magazine's Sweaty Bands Sweepstakes - 11/21/10,http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/Jl70TM1IZBU/showthread.php
,Shape Magazine's Harbour Village Beach Club Sweepstakes  - 11/21/10,http://feedproxy.google.com/~r/SlickdealsnetForums-25/~3/iFdo_IFfhw4/showthread.php
,"Hollister Secret Sale 12-8PM, 10/18, Online Only 40% off Hoodies",http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/IVDD6mJN2sw/showthread.php
,"Abercrombie & Fitch Secret Sale 10/18, 12-8PM, Online Only 40% off Jeans",http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/KoaL9o20_74/showthread.php
,"abercrombie kids Secret Sale 10/18, 12-8PM, Online Only 40% off Jeans",http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/K52JHL60FHo/showthread.php
,Get $10 for Enrolling in Paperless or Autopay or Both with AT&T,http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/n2TevV8kVEA/showthread.php
,Creative Recreation Shoes 50%,http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/MQJyyS7RjY0/showthread.php
,Scanpan Professional 3-Piece Set $89.99 FS,http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/BAGyJRDe-h0/showthread.php
,$25 off Mardi Gras Rock 'n Roll Marathon - New Orleans,http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/IzgmyI_V7zw/showthread.php
,KidKraft Pastel Cottage Kitchen w/28 pieces $79+FS,http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/I_DWLEA2iGE/showthread.php
,Cosco 5-Piece Dining Set ( 4 Steel Frame Chairs and 1 Steel Frame Frosted Glass Top Table) $59,http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/_4VJ4rWTBOg/showthread.php
,AVEDA: 2 FREE Travel and 4 FREE Samples + FREE Shipping with $50+ purchase,http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/2A1Rwz61XtE/showthread.php
,FREE 5x7 Photo Book from Kodak Gallery. $1.99 to ship,http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/pUbdiSFX8gg/showthread.php
,UCF Undisputed 2010 $23.99 Target online,http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/zH7MUq1POIQ/showthread.php
,Official Best Buy Clearance Thread,http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/n-Jd0qL7vf4/showthread.php
,Sports Authority 25% off printable coupon - Valid 10/21-10/25,http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/Xb7ESZwfCVc/showthread.php
,Blazers @ Warriors - FREE TIX!!!,http://feedproxy.google.com/~r/SlickdealsnetForums-9/~3/a0CK-IiWcSs/showthread.php
,"Paula Deen Clearance items, buy 1 get 2nd 50% off + 20% off order (47 replies)",http://feedproxy.google.com/~r/SlickdealsnetHT/~3/JQRnAM70aCY/showthread.php
,"Fisher-Price Brilliant Toys: Drillin' Action Tool Set $10, Dora Explorer B-day Dora $12, Basics Activity Walker $12, Baby Basketball $12, TRIO Building Set $12 - shipping just 99¢ (5 replies)",http://feedproxy.google.com/~r/SlickdealsnetHT/~3/ykauK-QqiuU/showthread.php
,Final Clearance on select items fathead.com ($5.99 was up to $99.99) (15 replies),http://feedproxy.google.com/~r/SlickdealsnetHT/~3/T7NdhkCCz0w/showthread.php
,"Kohls Ladies Junior Size Lingerie Clearance: Panties from $2, Bras from $4, Sleepwear Separates from $3  + $1 S/H per item",http://feedproxy.google.com/~r/SlickdealsnetFP/~3/WrRinhl_Lw8/40499
,"LeapFrog Tag Junior Book Pal $10, Barbie Glam Vacation House $20  ",http://feedproxy.google.com/~r/SlickdealsnetFP/~3/cmHEdsz-pck/40501
,"Fashion Bug online: $50 off $100 or $100 off $200, may be combined with Sale Prices  ",http://feedproxy.google.com/~r/SlickdealsnetFP/~3/8uDUoVl5jRY/40503
,Panasonic KX-TG9344T DECT 6.0 Expandable Digital Cordless Phone with Dual Keypad - Black $69.99,http://www.dealalive.com/detail_1287410521835167.html
,null  Free,http://www.dealalive.com/detail_1287411243219746.html
,"<span id=""btAsinTitle"">6 Movie Tickets from Weekly Cinema / Fandango</span>  $30",http://www.dealalive.com/detail_1287411242254733.html
,"<span id=""btAsinTitle"">Macy's 20% off coupon for Sitewide</span>   ",http://www.dealalive.com/detail_1287411781809838.html
,"5 Pieces Superbright LED Keychain Flashlight, Random Color  $0.99 ",http://www.dealalive.com/detail_1287412921880470.html
,HHGregg $100 Gift Card $75 HOT!,http://www.dealalive.com/detail_1287419403610639.html
,Dell SB Outlet Refurbished Computers 25% OFF ,http://www.dealalive.com/detail_1287419402536614.html
,Planar PX2710MW 27-inch 1080p  LCD Monitor w/HDMI $269,http://www.dealalive.com/detail_1287419522650901.html
,Kensington Contour Roller $49 ,http://www.dealalive.com/detail_1287420125016368.html
,"Canon PowerShot SD1300 IS 12 MP Digital Camera w/ 4x Wide Angle Optical Zoom and 2.7"" LCD $129 HOT!",http://www.dealalive.com/detail_1287420121657327.html
,J Crew - up to 75% off final sale + extra 30% off,http://www.dealalive.com/detail_1287420362093912.html
,LeapFrog Tag Junior Book Pal $10,http://www.dealalive.com/detail_1287420721973781.html
,Fashion Bug - $50 off $100 or $100 off $200 coupon,http://www.dealalive.com/detail_1287420961174362.html
,"Samsung LN46C630 46"" 120Hz 1080p LCD HDTV $890 at Buy.com",http://bensbargains.net/deal/161446/?referrer=rss
,Motherboard Boot-Failure Diagnostic PCI Card $2.49 at Meritline,http://bensbargains.net/deal/161432/?referrer=rss
,Bushnell 3MP Digital Camera 8x30 Binocular $49 at Cabelas,http://bensbargains.net/deal/161482/?referrer=rss
,"MSI S6000-017US Core i5 15.6"" Notebook $580 at Office Depot",http://bensbargains.net/deal/161438/?referrer=rss
,EnGenius ETR9330 Wireless N Travel Router $45 at Mwave,http://bensbargains.net/deal/161473/?referrer=rss
,Small Business Unified Communications For Dummies Free at TradePub,http://bensbargains.net/deal/161472/?referrer=rss
,Denon AVR-391 5.1 Channel AV Receiver $200 at Electronics Expo,http://bensbargains.net/deal/161439/?referrer=rss
,15 Minute Workout: 3 Moves for 300 Video Free at Men's Health ,http://bensbargains.net/deal/161475/?referrer=rss
,Artec Digital HDTV Flat Antenna $8 at Meritline,http://bensbargains.net/deal/161427/?referrer=rss
,UFC 2009: Undisputed for Xbox 360 $24 at Target,http://bensbargains.net/deal/161442/?referrer=rss
,Ematic eCam HD Flash Camcorder $69 at Walmart,http://bensbargains.net/deal/161435/?referrer=rss
,20% off Purchases at Macys,http://bensbargains.net/deal/161429/?referrer=rss
,"HP Pavilion dv7-3162nr  17.3"" Notebook w/ Blu-ray $608 at Circuit City",http://bensbargains.net/deal/161433/?referrer=rss
,G2 with Google 4G Smartphone for T-Mobile $80 at Wirefly,http://bensbargains.net/deal/161448/?referrer=rss
,Temperature Controlled LED Faucet Light $5 at Daily Checkout,http://bensbargains.net/deal/161452/?referrer=rss
,Fantom GreenDrive 2TB USB 2.0 and eSATA $110 at Buy.com,http://bensbargains.net/deal/161436/?referrer=rss
,"Toshiba 32CV100U 32"" 720p  LCD HDTV DVD Combo  $392 at 6ave.com",http://bensbargains.net/deal/161453/?referrer=rss
,"Timberland Dogwood 15.6"" Laptop Backpack $36 at Buy.com",http://bensbargains.net/deal/161455/?referrer=rss
,Car Charger to Wall Charger Adapter $1 at Meritline,http://bensbargains.net/deal/161458/?referrer=rss
,Iomega eGo 500GB USB 3.0 Portable Hard Drive $70 at Buy.com,http://bensbargains.net/deal/161459/?referrer=rss
,$25 Restaurant GC + $3 off Entertainment Book at Entertainment.com,http://bensbargains.net/deal/161443/?referrer=rss
,Philips SHS5200 Stereo Headphones $15 at Buy.com,http://bensbargains.net/deal/161462/?referrer=rss
,"5dot Curve Top Loading 15.6"" Laptop Carrying Case $12 at Dell",http://bensbargains.net/deal/161420/?referrer=rss
,"Canon EOS Rebel T2i 18 MP 3.0"" DSLR 2 Lens Kit $841 at Beach Camera",http://bensbargains.net/deal/161466/?referrer=rss
,RS TO Go Alluna Milk Glass L Desk $81 at Office Depot,http://bensbargains.net/deal/161468/?referrer=rss
,Invicta Russian Diver Combat Edition Watch $80 at Newegg,http://bensbargains.net/deal/161467/?referrer=rss
,Brother PT-1290 Home &amp; Office Labeler $18.99 Free Shipping at Buy.com,http://www.techbargains.com/news_displayItem.cfm/227747
,TODAY ONLY Samsung SpinPoint F3 1TB Internal SATA Hard Drive $54.99 Free Shipping at Newegg,http://www.techbargains.com/news_displayItem.cfm/227745
,HP Pavilion dv7-3162nr AMD Dual-Core 2.3GHz 17.3in Laptop (4GB/500GB) w/ Blu-Ray $599.99AR at Circuit City,http://www.techbargains.com/news_displayItem.cfm/227748
,Norton AntiVirus 2011 Software (3 Users) $23.99 Free Shipping at Buy.com,http://www.techbargains.com/news_displayItem.cfm/227752
,TODAY ONLY UFC Undisputed 2010 Video Game (Xbox 360) $23.99 Free Shipping at Target,http://www.techbargains.com/news_displayItem.cfm/227750
,TODAY ONLY Ematic eCam HD Flash Memory Camcorder w/ 4GB Memory Card $69 at Walmart,http://www.techbargains.com/news_displayItem.cfm/227749
,Kingston DataTraveler 100 Generation 2 (G2) 4GB USB Flash Drive $7.95 Free Ship at Buy.com,http://www.techbargains.com/news_displayItem.cfm/227753
,Kensington K33374US Wireless Presenter w/ Laser Pointer $19.49AR Free Shipping at Buy.com,http://www.techbargains.com/news_displayItem.cfm/227754
,McAfee Total Protection 2011 Software (3-User) $32.99 Free Shipping at Buy.com,http://www.techbargains.com/news_displayItem.cfm/227756
,"Meritline Deals (5Pcs LED Keychains $0.99, 4 Pcs Stylus for Nintendo DSi $0.35 Free Shipping) at Meritline",http://www.techbargains.com/news_displayItem.cfm/227757
,"Entertainment Book 2011 - Free $25 Restaurant Gift Certificate + $3 off, Free Shipping at Entertainment Book",http://www.techbargains.com/news_displayItem.cfm/227758
,RiDATA Lightning Series 16GB SDHC Flash Card $25.99 Free Shipping at Newegg,http://www.techbargains.com/news_displayItem.cfm/227759
,"Belkin BE112230-08 8-Ft 12-Outlet 3780 Joules Surge Protector with Telephone, Coaxial Protection $16.99 Free Ship at Newegg",http://www.techbargains.com/news_displayItem.cfm/227760
,Aluratek Libre 5 inch E-Book Reader Pro w/ E-Paper Display (Supports PDF) $99.99 Free Ship at Newegg,http://www.techbargains.com/news_displayItem.cfm/227762
,TODAY ONLY KEF IQ10 2-Way Q Series Bookshelf Speakers (Pair) $199.88 Free Shipping at Vanns,http://www.techbargains.com/news_displayItem.cfm/227761
,Car &amp; Driver Magazine 1-Year Subscription $3.99 (purchase up to 3 years) at Tanga,http://www.techbargains.com/news_displayItem.cfm/227765
,SoapJet Handheld Car Wash $5 at AlphaShark,http://www.techbargains.com/news_displayItem.cfm/227768
